0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Velvet Goldmine,1998,R,23 Oct 1998,118 min,"Drama, Music",Todd Haynes,"James Lyons, Todd Haynes","Ewan McGregor, Jonathan Rhys Meyers, Christian Bale","In 1984, British journalist Arthur Stuart investigates the career of 1970s glam superstar Brian Slade, who was heavily influenced in his early years by hard-living and rebellious American singer Curt Wild.","English, French","United Kingdom, United States",Nominated for 1 Oscar. 4 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZWFmZjhlNWQtMjEzMi00MjVhLWIyYTQtNGJhZTA4MzA1ZDM1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,6.9,"39,128",tt0120879,movie,N/A,"$1,053,788",N/A,N/A,True
The Wailing,2016,TV-MA,03 Jun 2016,156 min,"Drama, Horror",Na Hong-jin,Na Hong-jin,"Jun Kunimura, Hwang Jung-min, Kwak Do-won","Soon after a stranger arrives in a little village, a mysterious sickness starts spreading. A policeman, drawn into the incident, is forced to solve the mystery in order to save his daughter.","Korean, Japanese","South Korea, United States",34 wins & 57 nominations total,https://m.media-amazon.com/images/M/MV5BODkwMTgxNjA2NF5BMl5BanBnXkFtZTgwMDc0OTcwOTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.4,"90,777",tt5215952,movie,N/A,"$786,633",N/A,N/A,True
Glee: The 3D Concert Movie,2011,PG,12 Aug 2011,84 min,"Documentary, Comedy, Music","Kevin Tancharoen, Jennifer Arnold","Ian Brennan, Brad Falchuk, Ryan Murphy","Cory Monteith, Dianna Agron, Lea Michele","A concert mockumentary shot during the Glee Live In Concert 2011 tour, featuring song performances, backstage scenes and fans' stories on how the show influenced their lives.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTg0MjI0NjM2OF5BMl5BanBnXkFtZTcwMzYxNzcyNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.6,"6,078",tt1922612,movie,N/A,"$11,862,398",N/A,N/A,True
The Legend of Suriyothai,2001,R,17 Aug 2001,142 min,"Action, Adventure, Biography",Chatrichalerm Yukol,"Chatrichalerm Yukol, Sunait Chutintaranond","M.L. Piyapas Bhirombhakdi, Sarunyu Wongkrachang, Chatchai Plengpanich","During the 16th century, as Thailand contends with both a civil war and Burmese invasion, a beautiful princess rises up to help protect the glory of the Kingdom of Ayothaya. Based on the life of Queen Suriyothai.",Thai,Thailand,N/A,https://m.media-amazon.com/images/M/MV5BMTIwNzU2NDU2NF5BMl5BanBnXkFtZTcwNzk0MTAwMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.4,"1,993",tt0290879,movie,N/A,"$454,736",N/A,N/A,True
Two Evil Eyes,1990,R,25 Oct 1991,120 min,Horror,"Dario Argento, George A. Romero","Edgar Allan Poe, George A. Romero, Dario Argento","Adrienne Barbeau, Harvey Keitel, Ramy Zada","A duo of Edgar Allan Poe adaptations about a greedy wife's attempt to embezzle her dying husband's fortune, and a sleazy reporter's adoption of a strange black cat.",English,"Italy, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BYWFlMDUzZTYtZTJiYi00NDg1LWE5OWEtNjY5YTk0NDZlNTQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.1,"8,595",tt0100827,movie,N/A,"$349,618",N/A,N/A,True
Barbecue,2014,Not Rated,26 Dec 2014,98 min,Comedy,Eric Lavaine,"Héctor Cabello Reyes, Eric Lavaine","Lambert Wilson, Franck Dubosc, Florence Foresti","On his 50th birthday, a man who's been watching his weight, health and temper all his life suffers a heart attack. He's been doing everything he was told he should do and it still didn't help. He decides to turn the page and let l...",French,France,N/A,https://m.media-amazon.com/images/M/MV5BNjg3MWE5ODYtMzI0Zi00NzRjLWE1YzMtODY5MGQ0ZDcxY2JlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}]",N/A,6.1,"3,295",tt3202120,movie,N/A,N/A,N/A,N/A,True
Bring It On: All or Nothing,2006,PG-13,08 Aug 2006,99 min,"Comedy, Sport",Steve Rash,Alyson Fouse,"Hayden Panettiere, Jake McDorman, JoJo Wright, Emme Rylan","A transfer student to a rough high school tries joining the cheer-leading squad and she not only faces off against the head cheerleader, but against her former school in preparation for a cheer-off competition.",English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTMxMjk3MzIyMl5BMl5BanBnXkFtZTcwODAyNjMzMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}]",N/A,5.6,"18,415",tt0490822,movie,N/A,N/A,N/A,N/A,True
Princess Kaiulani,2009,PG,14 May 2010,130 min,"Biography, Drama, History",Marc Forby,"Marc Forby, Robert Payne","Q'orianka Kilcher, Barry Pepper, Shaun Evans",The true story of a Hawaiian princess' attempts to maintain the independence of the island against the threat of American colonization.,"English, Hawaiian","United States, United Kingdom",6 wins,https://m.media-amazon.com/images/M/MV5BMTY2NDcwNjM2MF5BMl5BanBnXkFtZTcwNTE4ODE0Mw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.1,"1,932",tt1185344,movie,N/A,"$883,887",N/A,N/A,True
Opal Dream,2006,PG,22 Nov 2006,86 min,"Drama, Family",Peter Cattaneo,"Peter Cattaneo, Phil Traill, Ben Rice","Sapphire Blossom, Christian Byers, Vince Colosimo",A young girl's relationship with her imaginary friends resonates throughout her town in the Australian Outback.,English,"Australia, United Kingdom",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BMTRhMzg1ZWYtYTlkMC00NzNmLThhMTUtYWQ2Mzc0MTkzYWEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.5,"1,077",tt0420835,movie,N/A,"$14,443",N/A,N/A,True
Money Heist,2017–2021,TV-MA,02 May 2017,70 min,"Action, Crime, Drama",N/A,Álex Pina,"Úrsula Corberó, Álvaro Morte, Itziar Ituño",An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,"Spanish, Russian, Serbian, English",Spain,38 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BZjkxZWJiNTUtYjQwYS00MTBlLTgwODQtM2FkNWMyMjMwOGZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,"569,765",tt6468322,series,5,True,,,
Star Trek VI: The Undiscovered Country,1991,PG,06 Dec 1991,110 min,"Action, Adventure, Sci-Fi",Nicholas Meyer,"Gene Roddenberry, Leonard Nimoy, Lawrence Konner","William Shatner, Leonard Nimoy, DeForest Kelley","On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.","English, Klingon",United States,Nominated for 2 Oscars. 2 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNDgzYjM5MWQtYTkzNy00OWZlLWEzMDctYjA5MDUyNmJhZjM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.2,"83,124",tt0102975,movie,N/A,"$74,888,996",N/A,N/A,True
The Girl on the Train,2016,R,07 Oct 2016,112 min,"Crime, Drama, Mystery",Tate Taylor,"Erin Cressida Wilson, Paula Hawkins","Emily Blunt, Haley Bennett, Rebecca Ferguson",A divorcee becomes entangled in a missing persons investigation that promises to send shockwaves throughout her life.,"English, Spanish","United States, India",Nominated for 1 BAFTA Award4 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BZTg4MGViYTMtYTFkMC00YzVlLWExZDItOTM4NTUwMjc2NTE2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.5,"205,322",tt3631112,movie,N/A,"$75,395,035",N/A,N/A,True
Veronika Decides to Die,2009,R,20 Jan 2015,103 min,"Drama, Romance",Emily Young,"Paulo Coelho, Larry Gross, Roberta Hanley","Sarah Michelle Gellar, Jonathan Tucker, Erika Christensen","After a frantic suicide attempt, Veronika awakens inside a mysterious mental asylum. Under the supervision of an unorthodox psychiatrist who specializes in controversial treatment, Veronika learns that she has only weeks to live.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQzNTk4NTUwM15BMl5BanBnXkFtZTgwODE0NTA4MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"13,325",tt1068678,movie,N/A,N/A,N/A,N/A,True
Crocodile Dundee,1986,PG-13,26 Sep 1986,97 min,"Adventure, Comedy",Peter Faiman,"Paul Hogan, Ken Shadie, John Cornell","Paul Hogan, Linda Kozlowski, John Meillon","An American reporter travels to the Australian outback to meet eccentric poacher Mick ""Crocodile"" Dundee and invites him to New York City, where he comes face-to-face with the complexities of modern life.",English,Australia,Nominated for 1 Oscar. 3 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BMDFkMTYyNWUtOGNjMy00MTMyLWFkMTQtYzZiMmY1NzBhN2I3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.6,"119,860",tt0090555,movie,N/A,"$174,803,506",N/A,N/A,True
"Ultramarines: A Warhammer 40,000 Movie",2010,R,13 Dec 2010,76 min,"Animation, Action, Fantasy",Martyn Pick,Dan Abnett,"Terence Stamp, John Hurt, Sean Pertwee","A squad of Ultramarines answer a distress call from an Imperial Shrine World. A full Company of Imperial Fists was stationed there, but there is no answer from them. The squad investigates to find out what has happened there.",English,United Kingdom,N/A,https://m.media-amazon.com/images/M/MV5BMDY1ZjlhMGMtMGI4Ny00ODIzLWEyYjctYjhiMWQwZjQyMTdlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",N/A,5.6,"6,476",tt1679332,movie,N/A,N/A,N/A,N/A,True
The I Inside,2004,R,21 May 2004,90 min,"Mystery, Sci-Fi, Thriller",Roland Suso Richter,"Michael Cooney, Timothy Scott Bogart","Ryan Phillippe, Sarah Polley, Piper Perabo",An amnesiac discovers himself leaping through time between 2000 and 2002 as his past returns to him.,English,"United Kingdom, United States",N/A,https://m.media-amazon.com/images/M/MV5BYjdiNzQ0NjYtNTk3My00MmI2LTgyNjMtY2E3OGNlY2U5OTU4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}]",N/A,6.0,"11,511",tt0325596,movie,N/A,N/A,N/A,N/A,True
Beneath Hill 60,2010,R,15 Apr 2010,122 min,"Drama, History, War",Jeremy Sims,David Roach,"Brendan Cowell, Harrison Sloan Gilbertson, Steve Le Marquand","In 1916, the 1st Australian Tunnelling Company is tunneling beneath German fortifications and bunkers to detonate massive explosive charges.","English, German",Australia,6 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMTMxMzExNTA0OF5BMl5BanBnXkFtZTcwMTg1MDgxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",N/A,7.0,"9,041",tt1418646,movie,N/A,N/A,N/A,N/A,True
Polisse,2011,Not Rated,19 Oct 2011,127 min,"Crime, Drama",Maïwenn,"Maïwenn, Emmanuelle Bercot","Karin Viard, JoeyStarr, Marina Foïs",A journalist covering police assigned to a juvenile division enters into an affair with one of her subjects.,"French, Italian, Romanian, Arabic",France,7 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BNjQzNzUwNTA3OF5BMl5BanBnXkFtZTcwNDYzNjk2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.3,"15,942",tt1661420,movie,N/A,"$211,440",N/A,N/A,True
Awake,2007,R,30 Nov 2007,84 min,"Crime, Drama, Mystery",Joby Harold,Joby Harold,"Hayden Christensen, Jessica Alba, Terrence Howard",A wealthy young man undergoing heart transplant surgery discovers that the surgical team intend to murder him.,"English, Japanese",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjE3NDczNTIyOV5BMl5BanBnXkFtZTcwMDQwMjU1MQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,6.5,"83,312",tt0211933,movie,N/A,"$14,377,198",N/A,N/A,True
Star Wars: The Clone Wars,2008–2020,TV-PG,03 Oct 2008,23 min,"Animation, Action, Adventure",N/A,George Lucas,"Tom Kane, Dee Bradley Baker, Matt Lanter",Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.,English,United States,27 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BOTdiODQ1MDYtZjM5My00MmQ5LTk1ZWUtZWIwYjBhZGMxZDAyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"132,011",tt0458290,series,7,True,,,
Skin Trade,2014,R,23 Apr 2015,96 min,"Action, Crime, Thriller",Ekachai Uekrongtham,"Dolph Lundgren, Steven Elder, Gabriel Dowrick","Dolph Lundgren, Tony Jaa, Ron Perlman","After his family is killed by a Serbian gangster with international interests, NYC detective Nick goes to Southeast Asia and teams up with a Thai detective to get revenge and destroy the syndicate's human trafficking network.","English, Thai","Thailand, Canada, United States",N/A,https://m.media-amazon.com/images/M/MV5BMTAxMTY5NTgxMDVeQTJeQWpwZ15BbWU4MDAyODEwMTUx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,5.6,"8,690",tt1641841,movie,N/A,"$1,242",N/A,N/A,True
The Lost Boys,1987,R,31 Jul 1987,97 min,"Comedy, Horror",Joel Schumacher,"Jan Fischer, James Jeremias, Jeffrey Boam","Jason Patric, Corey Haim, Dianne Wiest","When a recently divorced mother and her two teenage boys move to a coastal town to stay with her father, it doesn't take long for the brothers to realize the area is a haven for something much more sinister than party-going surfers.",English,United States,3 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMTc4NzljMDQtMWYxMS00ZDIxLTkwY2ItMjZhMzIzNjQ4NDNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,7.2,"169,527",tt0093437,movie,N/A,"$32,315,444",N/A,N/A,True
Crazy Heart,2009,R,05 Feb 2010,112 min,"Drama, Music, Romance",Scott Cooper,"Scott Cooper, Thomas Cobb","Jeff Bridges, Maggie Gyllenhaal, Colin Farrell",A faded country music musician is forced to reassess his dysfunctional life during a doomed romance that also inspires him.,"English, Spanish",United States,Won 2 Oscars. 40 wins & 33 nominations total,https://m.media-amazon.com/images/M/MV5BMTU0NDc5NjgzNl5BMl5BanBnXkFtZTcwNzc0NDIzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,7.2,"96,025",tt1263670,movie,N/A,"$39,464,306",N/A,N/A,True
The Name of the Rose,1986,R,24 Sep 1986,130 min,"Drama, Mystery, Thriller",Jean-Jacques Annaud,"Umberto Eco, Andrew Birkin, Gérard Brach","Sean Connery, Christian Slater, Helmut Qualtinger",An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,"English, Latin","West Germany, Italy, France",Won 2 BAFTA 17 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BODcwODk2NmQtMjg0My00NzcxLWFhNTYtNjM4ODUxM2VjNTI2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,7.7,"121,839",tt0091605,movie,N/A,"$7,153,487",N/A,N/A,True
Baggage Claim,2013,PG-13,27 Sep 2013,96 min,"Comedy, Romance",David E. Talbert,David E. Talbert,"Paula Patton, Taye Diggs, Jill Scott","Pledging to keep herself from being the oldest and the only woman in her entire family never to wed, Montana embarks on a thirty-day, thirty-thousand-mile expedition to charm a potential suitor into becoming her fiancé.","English, French",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMjIyNDU4NTY3M15BMl5BanBnXkFtZTcwOTA3MDA1OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,5.1,"9,801",tt1171222,movie,N/A,"$21,569,509",N/A,N/A,True
Barbarella,1968,PG,10 Oct 1968,98 min,"Action, Adventure, Fantasy",Roger Vadim,"Jean-Claude Forest, Terry Southern, Roger Vadim","Jane Fonda, John Phillip Law, Anita Pallenberg","In the 41st century, an astronaut seeks to stop an evil scientist who threatens to unleash a powerful weapon upon the galaxy, partaking in sexy misadventures along the way.","English, French","France, Italy",1 nomination total,https://m.media-amazon.com/images/M/MV5BMjExMzcwMjU4OV5BMl5BanBnXkFtZTgwNzYzMjU2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,5.9,"39,225",tt0062711,movie,N/A,N/A,N/A,N/A,True
Shipwrecked,1990,PG,01 Mar 1991,92 min,"Adventure, Family",Nils Gaup,"O.V. Falck-Ytter, Nils Gaup, Bob Foss","Stian Smestad, Gabriel Byrne, Louisa Milwood-Haigh",A young Norwegian boy in 1850s England goes to work as a cabin boy and discovers some of his shipmates are actually pirates.,"Norwegian, English","Norway, Sweden, United States",3 nominations total,https://m.media-amazon.com/images/M/MV5BNWVkY2FhZDEtZTI1Yi00NzM1LTgxNmUtYmQwMjBjZDk1MjI3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,"3,258",tt0099816,movie,N/A,"$15,104,156",N/A,N/A,True
The Purge: Election Year,2016,R,01 Jul 2016,108 min,"Action, Horror, Sci-Fi",James DeMonaco,James DeMonaco,"Frank Grillo, Elizabeth Mitchell, Mykelti Williamson","Former Police Sergeant Barnes becomes head of security for Senator Charlie Roan, a Presidential candidate targeted for death on Purge night due to her vow to eliminate the Purge.","English, Russian, Afrikaans",United States,6 nominations total,https://m.media-amazon.com/images/M/MV5BMjI3MDI0MTA1N15BMl5BanBnXkFtZTgwOTk4NjU5ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.0,"115,231",tt4094724,movie,N/A,"$79,213,375",N/A,N/A,True
The Namesake,2006,PG-13,06 Apr 2007,122 min,Drama,Mira Nair,"Sooni Taraporevala, Jhumpa Lahiri","Kal Penn, Irrfan Khan, Tabu","American-born Gogol, the son of Indian immigrants, wants to fit in among his fellow New Yorkers, despite his family's unwillingness to let go of their traditional ways.","English, Bengali","United States, Japan, India",5 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTAzNDA1NjEyMDJeQTJeQWpwZ15BbWU2MDkxODQxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.5,"22,075",tt0433416,movie,N/A,"$13,569,248",N/A,N/A,True
The DUFF,2015,PG-13,20 Feb 2015,101 min,"Comedy, Romance",Ari Sandel,"Josh A. Cagan, Kody Keplinger","Mae Whitman, Bella Thorne, Robbie Amell","A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts.","English, Spanish",United States,1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTc3OTg3MDUwN15BMl5BanBnXkFtZTgwMTAwMTkxNDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.4,"103,964",tt1666801,movie,N/A,"$34,030,343",N/A,N/A,True
Glitter,2001,PG-13,21 Sep 2001,104 min,"Drama, Music, Romance",Vondie Curtis-Hall,"Cheryl L. West, Kate Lanier","Mariah Carey, Eric Benét, Max Beesley","A young singer dates a disc jockey who helps her get into the music business, but their relationship become complicated as she ascends to super stardom.",English,"United States, Canada",3 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BNWI1ZDEzMDgtMGJmZC00MzE5LTkxODMtZThhMGU3NjlhYTMxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '2.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '14/100'}]",14,2.4,"24,250",tt0118589,movie,N/A,"$4,274,407",N/A,N/A,True
The Haunting in Connecticut 2: Ghosts of Georgia,2013,R,01 Feb 2013,100 min,"Drama, Horror, Mystery",Tom Elkins,David Coggeshall,"Abigail Spencer, Chad Michael Murray, Katee Sackhoff",A young family moves into a historic house in Georgia and learns that they're not the house's only inhabitants. They find themselves in the presence of a secret rising from underground that threatens to bring down anyone in its path.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTk0MTA0NDAwOF5BMl5BanBnXkFtZTcwMDQ0NzQ4OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",26,5.3,"18,530",tt1457765,movie,N/A,N/A,N/A,N/A,True
Silmido,2003,Not Rated,24 Dec 2003,135 min,"Action, Drama",Kang Woo-suk,Hie-jae Kim,"Ahn Sung-ki, Sul Kyung-gu, Huh Joon-ho",Based on a true story of 1968 Korean Republic Army plan to assassinate North Korean president Kim Il-Sung. 31 criminals and death row inmates are recruited into secret training on the island of Silmi; for two years they are subjec...,Korean,South Korea,7 wins & 6 nominations,https://m.media-amazon.com/images/M/MV5BMDhkN2U5ODEtZjVhNi00ZmQyLTliMGYtNjBiMTVhODc3YzM5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"4,816",tt0387596,movie,N/A,"$298,347",N/A,N/A,True
Bright Star,2009,PG,09 Oct 2009,119 min,"Biography, Drama, Romance",Jane Campion,"Jane Campion, Andrew Motion","Abbie Cornish, Ben Whishaw, Paul Schneider","Nineteenth-century English poet, John Keats and his dressmaking neighbor, Fanny Brawne, have total disregard for each other. An unlikely romance develops and they fall deeply in love near the end of his life.","English, French","Australia, United Kingdom, France",Nominated for 1 Oscar. 16 wins & 54 nominations total,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNDgxNF5BMl5BanBnXkFtZTcwMjkyOTM3Mg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,6.9,"29,090",tt0810784,movie,N/A,"$4,444,637",N/A,N/A,True
My Name Is Khan,2010,PG-13,12 Feb 2010,165 min,"Drama, Romance",Karan Johar,"Shibani Bathija, Niranjan Iyengar","Shah Rukh Khan, Kajol, Sheetal Menon","Rizwan Khan is a Muslim immigrant to the US with Asperger's syndrome. After his family falls apart in the aftermath of 9/11, he begins an epic quest across the country to speak to the President of the United States and clear his n...","Hindi, English","India, United Arab Emirates, United States, China",25 wins & 36 nominations total,https://m.media-amazon.com/images/M/MV5BMTUyMTA4NDYzMV5BMl5BanBnXkFtZTcwMjk5MzcxMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,7.9,"118,527",tt1188996,movie,N/A,"$4,018,771",N/A,N/A,True
Footloose,1984,PG,17 Feb 1984,107 min,"Drama, Music, Romance",Herbert Ross,Dean Pitchford,"Kevin Bacon, Lori Singer, John Lithgow",A big city teenager moves to a small town where Rock and Roll music and dancing have been banned by backward local parents and his rebellious spirit shakes up the populace.,English,United States,Nominated for 2 Oscars. 2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMmRjMzdkZDUtMDRkYi00ZjVkLWJlMjItMmY1MjgwOTQzMzYwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.6,"98,015",tt0087277,movie,N/A,"$80,035,402",N/A,N/A,True
All Is Lost,2013,PG-13,25 Oct 2013,106 min,"Action, Adventure, Drama",J.C. Chandor,J.C. Chandor,Robert Redford,"After a collision with a shipping container at sea, a resourceful sailor finds himself, despite all efforts to the contrary, staring his mortality in the face.",English,"United States, Canada, Mexico",Nominated for 1 Oscar. 3 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BMjI0MzIyMjU1N15BMl5BanBnXkFtZTgwOTk1MjQxMDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,6.9,"85,406",tt2017038,movie,N/A,"$6,263,670",N/A,N/A,True
