0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Erin Brockovich,2000,R,17 Mar 2000,131 min,"Biography, Drama",Steven Soderbergh,Susannah Grant,"Julia Roberts, Albert Finney, David Brisbin",A flamboyant law firm secretary works tirelessly to gain justice for a small town wrecked by a utility company's pollution.,English,United States,Won 1 Oscar. 33 wins & 59 nominations total,https://m.media-amazon.com/images/M/MV5BZTNkNzkzYTEtYTJkMC00MTNkLWE0YjMtOGYxNGI0ODNiMzIwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.4,"234,108",tt0195685,movie,N/A,"$125,595,205",N/A,N/A,True
How to Lose a Guy in 10 Days,2003,PG-13,07 Feb 2003,116 min,"Comedy, Romance",Donald Petrie,"Michele Alexander, Jeannie Long, Kristen Buckley","Kate Hudson, Matthew McConaughey, Adam Goldberg","Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days.",English,"United States, Germany",1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMjE4NTA1NzExN15BMl5BanBnXkFtZTYwNjc3MjM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.5,"290,829",tt0251127,movie,N/A,"$105,813,373",N/A,N/A,True
22 Jump Street,2014,R,13 Jun 2014,112 min,"Action, Comedy, Crime","Phil Lord, Christopher Miller","Michael Bacall, Oren Uziel, Rodney Rothman","Channing Tatum, Jonah Hill, Ice Cube","After making their way through high school (twice), big changes are in store for officers Schmidt and Jenko when they go deep undercover at a local college.","English, Spanish, Ukrainian",United States,7 wins & 25 nominations total,https://m.media-amazon.com/images/M/MV5BMTcwNzAxMDU1M15BMl5BanBnXkFtZTgwNDE2NTU1MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.0,"423,230",tt2294449,movie,N/A,"$191,719,337",N/A,N/A,True
Yes Man,2008,PG-13,19 Dec 2008,104 min,"Comedy, Romance",Peyton Reed,"Nicholas Stoller, Jarrad Paul, Andrew Mogel","Jim Carrey, Zooey Deschanel, Bradley Cooper","A man challenges himself to say ""yes"" to everything.","English, Korean","United States, United Kingdom",3 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BZWQ4YzBiMzgtM2ZhZC00ZDQ5LWFiZjgtNmFlNzZlMTBkZTJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.8,"394,155",tt1068680,movie,N/A,"$97,690,976",N/A,N/A,True
Central Intelligence,2016,PG-13,17 Jun 2016,107 min,"Action, Comedy, Crime",Rawson Marshall Thurber,"Ike Barinholtz, David Stassen, Rawson Marshall Thurber","Dwayne Johnson, Kevin Hart, Danielle Nicolet","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",English,"United States, China",2 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMjA2NzEzNjIwNl5BMl5BanBnXkFtZTgwNzgwMTEzNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.3,"226,229",tt1489889,movie,N/A,"$127,440,871",N/A,N/A,True
Stepmom,1998,PG-13,25 Dec 1998,125 min,"Comedy, Drama",Chris Columbus,"Gigi Levangie, Jessie Nelson, Steven Rogers","Julia Roberts, Susan Sarandon, Ed Harris","A terminally ill woman must deal with her ex-husband's new lover, who will be their children's stepmother.",English,United States,8 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMDM0YTkzNTgtZGQ3Yy00MGFiLTk2NTQtODZkYWRjYzYwMGNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.8,"77,395",tt0120686,movie,N/A,"$91,137,662",N/A,N/A,True
Daddy's Home,2015,PG-13,25 Dec 2015,96 min,"Comedy, Family",Sean Anders,"Brian Burns, Sean Anders, John Morris","Will Ferrell, Mark Wahlberg, Linda Cardellini","Brad Whitaker is a radio host trying to get his stepchildren to love him and call him Dad. But his plans turn upside down when their biological father, Dusty Mayron, returns.","English, Ukrainian",United States,1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ0OTE1MTk4N15BMl5BanBnXkFtZTgwMDM5OTk5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.2,"133,456",tt1528854,movie,N/A,"$150,357,137",N/A,N/A,True
Into the Woods,2014,PG,25 Dec 2014,125 min,"Adventure, Comedy, Drama",Rob Marshall,"James Lapine, Stephen Sondheim","Anna Kendrick, Meryl Streep, Chris Pine",A witch tasks a childless baker and his wife with procuring magical items from classic fairy tales to reverse the curse put on their family tree.,English,"United States, Canada, Italy, United Kingdom",Nominated for 3 Oscars. 11 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BMTY4MzQ4OTY3NF5BMl5BanBnXkFtZTgwNjM5MDI3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,5.9,"150,022",tt2180411,movie,N/A,"$128,002,372",N/A,N/A,True
Inside Man,2006,R,24 Mar 2006,129 min,"Crime, Drama, Mystery",Spike Lee,Russell Gewirtz,"Denzel Washington, Clive Owen, Jodie Foster","A police detective, a bank robber and a high-power broker enter high-stakes negotiations after the criminal's brilliant heist spirals into a hostage situation.","English, Albanian, Spanish, Polish",United States,5 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BZWFmMDZkYjktMjYyOS00MTM2LTg2MmQtOTUwMzJjMDlhZDY1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.6,"411,859",tt0454848,movie,N/A,"$88,513,495",N/A,N/A,True
Payback,1999,R,05 Feb 1999,100 min,"Action, Crime, Drama",Brian Helgeland,"Donald E. Westlake, Brian Helgeland, Terry Hayes","Mel Gibson, Gregg Henry, Maria Bello","After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZDVmM2YxNDUtMjE2Yy00M2I0LTk1MmEtYWUxZTI4NjMyMDJiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.1,"149,893",tt0120784,movie,N/A,"$81,526,121",N/A,N/A,True
Congo,1995,PG-13,09 Jun 1995,109 min,"Action, Adventure, Mystery",Frank Marshall,"Michael Crichton, John Patrick Shanley","Laura Linney, Tim Curry, Dylan Walsh","When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.","English, American Sign ",United States,2 wins & 11 nominations,https://m.media-amazon.com/images/M/MV5BOTc0MmM1MmMtYTI0Yi00YzJlLTg4MjctNjBlOGQ4NGJjZTNmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.3,"49,564",tt0112715,movie,N/A,"$81,022,101",N/A,N/A,True
We Bought a Zoo,2011,PG,23 Dec 2011,124 min,"Comedy, Drama, Family",Cameron Crowe,"Aline Brosh McKenna, Cameron Crowe, Benjamin Mee","Matt Damon, Scarlett Johansson, Thomas Haden Church","Set in Southern California, a father moves his young family to the countryside to renovate and re-open a struggling zoo.","English, Spanish",United States,1 win & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTQ0MTE3OTUwMl5BMl5BanBnXkFtZTcwODg5NjgwNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.0,"154,430",tt1389137,movie,N/A,"$75,624,550",N/A,N/A,True
Knowing,2009,PG-13,20 Mar 2009,121 min,"Mystery, Sci-Fi, Thriller",Alex Proyas,"Ryne Douglas Pearson, Juliet Snowden, Stiles White","Nicolas Cage, Chandler Canterbury, Rose Byrne",M.I.T. professor John Koestler links a mysterious list of numbers from a time capsule to past and future disasters and sets out to prevent the ultimate catastrophe.,English,"United States, United Kingdom, Australia",1 win & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTMyMjgyMDIyM15BMl5BanBnXkFtZTcwNjg3MjAyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.2,"255,843",tt0448011,movie,N/A,"$79,957,634",N/A,N/A,True
Failure to Launch,2006,PG-13,10 Mar 2006,97 min,"Comedy, Romance",Tom Dey,"Tom J. Astle, Matt Ember","Matthew McConaughey, Sarah Jessica Parker, Kathy Bates",A thirty-something is still living with his parents until they hire an interventionist to help him graduate out of the house. That's when the fun begins.,English,United States,5 nominations total,https://m.media-amazon.com/images/M/MV5BMTg0OTc2MDQ3NV5BMl5BanBnXkFtZTcwNDUwMjEzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.7,"91,199",tt0427229,movie,N/A,"$88,715,192",N/A,N/A,True
The Ring Two,2005,PG-13,18 Mar 2005,110 min,"Horror, Mystery",Hideo Nakata,"Ehren Kruger, Kôji Suzuki, Hiroshi Takahashi","Naomi Watts, David Dorfman, Sissy Spacek","Six months after the incidents involving the lethal videotape, new clues prove that there is a new evil lurking in the darkness.",English,United States,2 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTY2ODc2NTQ2OF5BMl5BanBnXkFtZTYwNzA4OTU3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,5.4,"103,592",tt0377109,movie,N/A,"$76,231,249",N/A,N/A,True
"Crazy, Stupid, Love.",2011,PG-13,29 Jul 2011,118 min,"Comedy, Drama, Romance","Glenn Ficarra, John Requa",Dan Fogelman,"Steve Carell, Ryan Gosling, Julianne Moore","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars.",English,United States,5 wins & 23 nominations total,https://m.media-amazon.com/images/M/MV5BMTg2MjkwMTM0NF5BMl5BanBnXkFtZTcwMzc4NDg2NQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.4,"591,900",tt1570728,movie,13 Apr 2016,"$84,379,584","Carousel, DiNovi Pictures",N/A,True
Garfield: The Movie,2004,PG,11 Jun 2004,80 min,"Adventure, Comedy, Family",Peter Hewitt,"Jim Davis, Joel Cohen, Alec Sokolow","Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky","Jon Arbuckle buys a second pet, a dog named Odie. However, Odie is then abducted and it is up to Jon's cat, Garfield, to find and rescue the canine.",English,United States,1 win & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTIzMTc1OTUxOV5BMl5BanBnXkFtZTYwNTMxODc3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",27,5.1,"96,245",tt0356634,movie,N/A,"$75,369,589",N/A,N/A,True
Christmas with the Kranks,2004,PG,24 Nov 2004,99 min,"Comedy, Family",Joe Roth,"John Grisham, Chris Columbus","Tim Allen, Jamie Lee Curtis, Dan Aykroyd","With their daughter Blair away in Peru, Luther and Nora Krank decide to skip Christmas altogether until she decides to come home, causing an uproar when they must celebrate it at the last minute.","English, Spanish",United States,3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTQxMDMxODEwNF5BMl5BanBnXkFtZTYwNzM4OTc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.5,"61,619",tt0388419,movie,N/A,"$73,780,539",N/A,N/A,True
Moneyball,2011,PG-13,23 Sep 2011,133 min,"Biography, Drama, Sport",Bennett Miller,"Steven Zaillian, Aaron Sorkin, Stan Chervin","Brad Pitt, Robin Wright, Jonah Hill",Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.,English,United States,Nominated for 6 Oscars. 29 wins & 82 nominations total,https://m.media-amazon.com/images/M/MV5BMjAxOTU3Mzc1M15BMl5BanBnXkFtZTcwMzk1ODUzNg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",87,7.6,"485,155",tt1210166,movie,N/A,"$75,605,492",N/A,N/A,True
Outbreak,1995,R,10 Mar 1995,127 min,"Action, Drama, Thriller",Wolfgang Petersen,"Laurence Dworet, Robert Roy Pool","Dustin Hoffman, Rene Russo, Morgan Freeman",A team of Army doctors struggle to find a cure for the deadly Motaba virus that was transported from Africa to North America by a white-headed Capuchin monkey and is now spreading quickly throughout a small California town.,"English, Korean, French",United States,5 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNGYxY2Q0YzUtMmE3OS00ZmQ5LWFiOGUtZDZmNTJlM2YyZjJmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,6.6,"140,548",tt0114069,movie,N/A,"$67,659,560",N/A,N/A,True
Non-Stop,2014,PG-13,28 Feb 2014,106 min,"Action, Mystery, Thriller",Jaume Collet-Serra,"John W. Richardson, Christopher Roach, Ryan Engle","Liam Neeson, Julianne Moore, Scoot McNairy","An air marshal springs into action during a transatlantic flight after receiving a series of text messages demanding $150 million into an off-shore account, or someone will die every 20 minutes.","English, German","United Kingdom, France, United States, Canada",1 nomination total,https://m.media-amazon.com/images/M/MV5BOTI3NzcxMjkzMl5BMl5BanBnXkFtZTgwMDY0NTQ0MDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.9,"280,334",tt2024469,movie,N/A,"$92,168,600",N/A,N/A,True
Race to Witch Mountain,2009,PG,13 Mar 2009,98 min,"Action, Adventure, Family",Andy Fickman,"Matt Lopez, Mark Bomback, Alexander Key","Dwayne Johnson, Carla Gugino, AnnaSophia Robb",A Las Vegas cabbie enlists the help of a U.F.O. expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.,English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,5.7,"64,472",tt1075417,movie,N/A,"$67,172,594",N/A,N/A,True
V for Vendetta,2005,R,17 Mar 2006,132 min,"Action, Drama, Sci-Fi",James McTeigue,"Lilly Wachowski, Lana Wachowski, David Lloyd","Hugo Weaving, Natalie Portman, Rupert Graves","In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.","English, French, Latin, Spanish","United States, United Kingdom, Germany",7 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,8.1,"1,212,835",tt0434409,movie,N/A,"$70,511,035",N/A,N/A,True
Shanghai Knights,2003,PG-13,07 Feb 2003,114 min,"Action, Adventure, Comedy",David Dobkin,"Alfred Gough, Miles Millar","Jackie Chan, Owen Wilson, Fann Wong","When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.","English, Mandarin","United States, Hong Kong",5 nominations total,https://m.media-amazon.com/images/M/MV5BMDYxNzQ0ZWQtOTUxNi00ZDM5LWJhYWMtMGJlODgzMTE0NGFiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.2,"114,198",tt0300471,movie,N/A,"$60,476,872",N/A,N/A,True
Unforgotten,2015–,TV-MA,08 Apr 2018,31S min,"Crime, Drama, Mystery",N/A,Chris Lang,"Sanjeev Bhaskar, Jordan Long, Carolina Main","London detectives investigate crimes from the past, unravelling secrets left buried for years.",English,United Kingdom,Won 1 BAFTA Award2 wins & 10 nominations total,https://m.media-amazon.com/images/M/MV5BZDllZjQ1ZjMtMGE4YS00Y2ZkLTg3OGQtZDkwNGZhODAwY2E3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}]",N/A,8.4,"32,750",tt4192812,series,6,True,,,
Curious George,2006,G,10 Feb 2006,87 min,"Animation, Adventure, Comedy",Matthew O'Callaghan,"Ken Kaufman, Mike Werb, Margret Rey","Will Ferrell, Drew Barrymore, Eugene Levy","The Man in the Yellow Hat is an oddball museum employee who looks after his pet monkey, an inquisitive and wonderful creature whose enthusiasm often gets the best of him.",English,"United States, Germany, Taiwan, France, Philippines, South Korea, Canada, United Kingdom",1 nomination total,https://m.media-amazon.com/images/M/MV5BODIxNzYxNDEzNl5BMl5BanBnXkFtZTgwMjA1NTM2MTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.5,"18,599",tt0381971,movie,N/A,"$58,360,760",N/A,N/A,True
Herbie Fully Loaded,2005,G,22 Jun 2005,101 min,"Adventure, Comedy, Family",Angela Robinson,"Thomas Lennon, Robert Ben Garant, Alfred Gough","Lindsay Lohan, Michael Keaton, Cheryl Hines","Maggie Peyton, the new owner of Herbie, Number 53, the free-wheelin' Volkswagen bug with a mind of its own, puts the car through its paces on the road to becoming a NASCAR competitor.",English,United States,2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTkwNDI5NDcyMV5BMl5BanBnXkFtZTcwMjg5OTcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,4.9,"52,047",tt0400497,movie,N/A,"$66,023,816",N/A,N/A,True
Don't Say a Word,2001,R,28 Sep 2001,113 min,"Drama, Mystery, Thriller",Gary Fleder,"Andrew Klavan, Anthony Peckham, Patrick Smith Kelly","Michael Douglas, Sean Bean, Brittany Murphy","When the daughter of a psychiatrist is kidnapped, he's horrified to discover that the abductors' demand is that he break through to a post traumatic stress disorder suffering young woman who knows a secret...","English, Italian, Chinese","United States, Australia, Switzerland, Canada",1 nomination total,https://m.media-amazon.com/images/M/MV5BOGY3OWJmZmQtYWFjZi00MzFhLTg4Y2YtOWI5YTkxZGRmOWNkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.3,"58,882",tt0260866,movie,N/A,"$55,001,642",N/A,N/A,True
Hansel & Gretel: Witch Hunters,2013,R,25 Jan 2013,88 min,"Action, Fantasy, Horror",Tommy Wirkola,"Tommy Wirkola, Jacob Grimm, Wilhelm Grimm","Jeremy Renner, Gemma Arterton, Peter Stormare",Brother/sister duo Hansel and Gretel are professional witch-hunters who help innocent villagers. One day they stumble upon a case that could hold the key to their past.,English,"Germany, United States",3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",23,6.1,"220,622",tt1428538,movie,N/A,"$55,703,475",N/A,N/A,True
Unfaithful,2002,R,10 May 2002,124 min,"Drama, Romance, Thriller",Adrian Lyne,"Claude Chabrol, Alvin Sargent, William Broyles Jr.","Richard Gere, Diane Lane, Olivier Martinez",A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.,"English, French","United States, Germany, Switzerland",Nominated for 1 Oscar. 3 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMDFlOTJhODItOTgzYi00MmRjLTkzMTktODVhYTc4NGUzNDEyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.7,"102,933",tt0250797,movie,N/A,"$52,775,765",N/A,N/A,True
I Am Number Four,2011,PG-13,18 Feb 2011,111 min,"Action, Adventure, Sci-Fi",D.J. Caruso,"Alfred Gough, Miles Millar, Marti Noxon","Alex Pettyfer, Timothy Olyphant, Dianna Agron","Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.","English, French","United States, India",1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMjI0NDI1MTMyM15BMl5BanBnXkFtZTcwMDMzMTcyNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.1,"249,369",tt1464540,movie,N/A,"$55,100,437",N/A,N/A,True
Syriana,2005,R,09 Dec 2005,128 min,"Drama, Thriller",Stephen Gaghan,"Stephen Gaghan, Robert Baer","George Clooney, Matt Damon, Amanda Peet",A politically charged epic about the state of the oil industry in the hands of those personally involved in and affected by it.,"English, Urdu, Arabic, Persian, French, Mandarin","United States, United Arab Emirates",Won 1 Oscar. 13 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BYWQ0YmNiYjUtODg0NS00YjNkLWJhOTktOGMxNTdmYTM0ZmMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,6.9,"135,571",tt0365737,movie,N/A,"$50,824,620",N/A,N/A,True
13 Hours: The Secret Soldiers of Benghazi,2016,R,15 Jan 2016,144 min,"Action, Drama, History",Michael Bay,"Chuck Hogan, Mitchell Zuckoff","John Krasinski, Pablo Schreiber, James Badge Dale","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.","English, Arabic","United States, Malta",Nominated for 1 Oscar. 5 nominations total,https://m.media-amazon.com/images/M/MV5BOGM1MWUzZjktMWY0MS00N2ZhLWJmZjQtNjIxOGVlNzA1OGI0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,7.3,"167,993",tt4172430,movie,N/A,"$52,853,219",N/A,N/A,True
The Book of Life,2014,PG,17 Oct 2014,95 min,"Animation, Adventure, Comedy",Jorge R. Gutiérrez,"Jorge R. Gutiérrez, Doug Langdale","Diego Luna, Zoe Saldana, Channing Tatum","Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart, embarks on an adventure that spans three fantastic worlds where he must face his greatest fears.","English, Spanish","United States, Mexico",3 wins & 29 nominations total,https://m.media-amazon.com/images/M/MV5BMTkzOTgzNDYzOF5BMl5BanBnXkFtZTgwOTgxMTkyMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.2,"80,100",tt2262227,movie,N/A,"$50,151,543",N/A,N/A,True
Firewall,2006,PG-13,10 Feb 2006,105 min,"Action, Crime, Thriller",Richard Loncraine,Joe Forte,"Harrison Ford, Virginia Madsen, Paul Bettany","A security specialist is forced into robbing the bank that he's protecting, as a bid to pay off his family's ransom.",English,"United States, Australia, Canada",3 nominations,https://m.media-amazon.com/images/M/MV5BMTkwOTAyMTkwOV5BMl5BanBnXkFtZTYwMjY2MTM3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,5.8,"60,127",tt0408345,movie,N/A,"$48,751,189",N/A,N/A,True
Absolute Power,1997,R,14 Feb 1997,121 min,"Action, Crime, Drama",Clint Eastwood,"David Baldacci, William Goldman","Clint Eastwood, Gene Hackman, Ed Harris",Career thief Luther Whitney (Clint Eastwood) witnesses a horrific crime involving U.S. President Alan Richmond (Gene Hackman).,"English, Spanish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTZkNzU2YmItNmVmMC00OTM2LTg2YTEtOTk0MWRlNWY3NDIxXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.7,"62,860",tt0118548,movie,N/A,"$50,068,310",N/A,N/A,True
