0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
The Super Mario Bros. Movie,2023,PG,05 Apr 2023,92 min,"Animation, Adventure, Comedy","Aaron Horvath, Michael Jelenic, Pierre Leduc",Matthew Fogel,"Chris Pratt, Anya Taylor-Joy, Charlie Day","Brooklyn plumbers Mario and Luigi are warped to the magical Mushroom Kingdom, and Mario must team up with Princess Peach, Toad, and Donkey Kong to save Luigi from the evil Bowser.",English,"United States, Japan, France",2 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BOGZlN2EzOTYtMzUzOS00NTM3LTg0MTQtZDVjZGM4YmJlNWNhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,7.0,"268,467",tt6718170,movie,N/A,"$574,934,330",N/A,N/A,True
Lord of War,2005,R,16 Sep 2005,122 min,"Crime, Drama",Andrew Niccol,Andrew Niccol,"Nicolas Cage, Ethan Hawke, Jared Leto",An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent.,"English, Ukrainian, German, Spanish, Russian, French, Arabic, Turkish","Germany, United States, France",2 wins & 3 nominations total,https://m.media-amazon.com/images/M/MV5BNThlY2NkYmMtNTFhNi00MzBiLWJmNzEtZjk5MzYwYWU2MjllXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.6,"347,278",tt0399295,movie,N/A,"$24,149,632",N/A,N/A,True
Big Hero 6,2014,PG,07 Nov 2014,102 min,"Animation, Action, Adventure","Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird, Daniel Gerson","Ryan Potter, Scott Adsit, Jamie Chung","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.",English,United States,Won 1 Oscar. 17 wins & 58 nominations total,https://m.media-amazon.com/images/M/MV5BYjQ3YzUyOGQtNjdlYS00YmRhLWIyOWYtMGQ3YjkwMjJiYzRjXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.8,"529,235",tt2245084,movie,N/A,"$222,527,828",N/A,N/A,True
One for the Money,2012,PG-13,27 Jan 2012,91 min,"Action, Comedy, Crime",Julie Anne Robinson,"Stacy Sherman, Karen Ray, Liz Brixius","Katherine Heigl, Jason O'Mara, Daniel Sunjata","Unemployed and newly-divorced Stephanie Plum lands a job at her cousin's bail-bond business, where her first assignment puts her on the trail of a wanted local cop from her romantic past.",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTU2NzMxMDU1NF5BMl5BanBnXkFtZTcwNzYxNTA2Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '2%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",22,5.3,"44,592",tt1598828,movie,N/A,"$26,414,527",N/A,N/A,True
The Interview,2014,R,24 Dec 2014,112 min,"Action, Adventure, Comedy","Evan Goldberg, Seth Rogen","Dan Sterling, Seth Rogen, Evan Goldberg","James Franco, Seth Rogen, Randall Park","Dave Skylark and his producer Aaron Rapaport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Jong-Un Kim, they are recruited by the CIA to assassinate him.","English, Korean, Japanese",United States,2 wins & 6 nominations total,https://m.media-amazon.com/images/M/MV5BMTQzMTcwMzgyMV5BMl5BanBnXkFtZTgwMzAyMzQ2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.5,"366,215",tt2788710,movie,N/A,"$6,105,175",N/A,N/A,True
The Warrior's Way,2010,R,03 Dec 2010,100 min,"Action, Drama, Fantasy",Sngmoo Lee,"Sngmoo Lee, Scott Reynolds","Jang Dong-gun, Kate Bosworth, Geoffrey Rush",A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,English,"New Zealand, South Korea",1 win total,https://m.media-amazon.com/images/M/MV5BOTdhMDU2NDMtNTc2OS00MTc1LWI2MjItZjQ5OGUxMjc4NTA4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.2,"27,513",tt1032751,movie,N/A,"$5,666,340",N/A,N/A,True
McHale's Navy,1997,PG,18 Apr 1997,108 min,"Action, Comedy",Bryan Spicer,"Peter Crabbe, Andy Rose","Tom Arnold, Dean Stockwell, Ernest Borgnine","A retired Navy officer returns to active duty, along with a group of misfit sailors, to battle his former nemesis.",English,United States,2 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BZTYyNmJkM2MtMzFjZS00ZWMwLWJjNDItNGJiZDY0OGMzMDU4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '18/100'}]",18,4.6,"7,230",tt0119640,movie,N/A,"$4,529,843",N/A,N/A,True
Micmacs,2009,R,11 Jun 2010,105 min,"Action, Comedy, Crime",Jean-Pierre Jeunet,"Jean-Pierre Jeunet, Guillaume Laurant","Dany Boon, André Dussollier, Nicolas Marié",A man and his friends come up with an intricate and original plan to destroy two big weapons manufacturers.,French,France,5 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTgwOTc4OTk3NV5BMl5BanBnXkFtZTcwMzc0MjMzMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.1,"31,658",tt1149361,movie,N/A,"$1,262,079",N/A,N/A,True
8 Mile,2002,R,08 Nov 2002,110 min,"Drama, Music",Curtis Hanson,Scott Silver,"Eminem, Brittany Murphy, Kim Basinger","Follows a young rapper in the Detroit area, struggling with every aspect of his life; he wants to make it big but his friends and foes make this odyssey of rap harder than it may seem.",English,"United States, Germany",Won 1 Oscar. 17 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMzFhZDhjMDAtZWJlZS00ZWUyLWFlZGMtYTcwZjFlODcyMGE2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.2,"335,577",tt0298203,movie,N/A,"$116,750,901",N/A,N/A,True
Animal Kingdom: Let's Go Ape,2015,TV-PG,08 Apr 2015,101 min,"Animation, Adventure, Comedy",Jamel Debbouze,"Roy Lewis, Fred Fougea, Jean-Luc Fromental","Jamel Debbouze, Mélissa Theuriau, Arié Elmaleh",The outcast son of a primate King learns about being a monkey.,"English, French","France, Italy, China, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BMjBmNGFhMzAtNThhMS00N2U0LWIwYjctMzcxNTdlMmEyOTQ3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,"1,382",tt1220911,movie,N/A,N/A,N/A,N/A,True
A Knight's Tale,2001,PG-13,11 May 2001,132 min,"Action, Adventure, Drama",Brian Helgeland,Brian Helgeland,"Heath Ledger, Mark Addy, Rufus Sewell","After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.","English, French, Latin",United States,4 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMTE5OTE4OTE2Nl5BMl5BanBnXkFtZTYwMDkzMTQ3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,7.0,"210,603",tt0183790,movie,N/A,"$56,569,702",N/A,N/A,True
The Medallion,2003,PG-13,22 Aug 2003,88 min,"Action, Comedy, Fantasy",Gordon Chan,"Alfred Cheung, Bennett Davlin, Gordon Chan","Jackie Chan, Lee Evans, Claire Forlani",A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,English,"Hong Kong, United States",2 nominations total,https://m.media-amazon.com/images/M/MV5BNTFjNzBmNjgtNjc3MC00NWViLTk4YmEtYjZlZTYxZmZiN2E2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,5.2,"44,887",tt0288045,movie,N/A,"$22,219,192",N/A,N/A,True
The Sixth Sense,1999,PG-13,06 Aug 1999,107 min,"Drama, Mystery, Thriller",M. Night Shyamalan,M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette","After being shot by a resentful former patient whom he failed to help, a Philadelphia child psychologist seeks redemption by treating a young boy with a disturbing secret.","English, Latin, Spanish",United States,Nominated for 6 Oscars. 37 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BZWQ2OTY0M2UtMTQxNC00MmIzLTllNDQtNDQ0MTQyYzI2M2ZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64,8.2,"1,096,685",tt0167404,movie,N/A,"$293,506,292",N/A,N/A,True
Man on a Ledge,2012,PG-13,27 Jan 2012,102 min,"Action, Crime, Thriller",Asger Leth,Pablo F. Fenjves,"Sam Worthington, Elizabeth Banks, Jamie Bell","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.","English, Spanish",United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.6,"160,653",tt1568338,movie,N/A,"$18,620,000",N/A,N/A,True
The Big Year,2011,PG,14 Oct 2011,100 min,Comedy,David Frankel,"Howard Franklin, Mark Obmascik","Owen Wilson, Jack Black, Steve Martin","Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",English,United States,1 win total,https://m.media-amazon.com/images/M/MV5BMTc0MzcwMDcyOV5BMl5BanBnXkFtZTcwNTUwMjk1Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,6.2,"48,944",tt1053810,movie,N/A,"$7,204,138",N/A,N/A,True
The Karate Kid,1984,PG,22 Jun 1984,126 min,"Action, Drama, Family",John G. Avildsen,Robert Mark Kamen,"Ralph Macchio, Pat Morita, Elisabeth Shue","Recently relocated from NJ to LA, Daniel becomes the target of a gang of Cobra Kai dojo students. When Mr. Miyagi saves him with expert Karate skills, Daniel convinces him to teach him to defend himself, and put his bullies in the...","English, Japanese",United States,Nominated for 1 Oscar. 3 wins & 4 nominations total,https://m.media-amazon.com/images/M/MV5BM2I3ZmZhNzctMzBlNC00YTc2LWE1MmEtY2ZkMzg3Y2I1ZDJhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.3,"258,154",tt0087538,movie,N/A,"$91,077,276",N/A,N/A,True
American Hustle,2013,R,20 Dec 2013,138 min,"Crime, Drama",David O. Russell,"Eric Warren Singer, David O. Russell","Christian Bale, Amy Adams, Bradley Cooper","A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.","English, Arabic","United States, China",Nominated for 10 Oscars. 70 wins & 228 nominations total,https://m.media-amazon.com/images/M/MV5BMGQ2NzEwZGEtYjk1MC00NWFmLTgyYTgtZmRhMTRmOTBlN2U5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.2,"509,633",tt1800241,movie,N/A,"$150,117,807",N/A,N/A,True
The Proposal,2009,PG-13,19 Jun 2009,108 min,"Comedy, Drama, Romance",Anne Fletcher,Peter Chiarelli,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen","When New York editor Margaret faces deportation, she convinces her assistant Andrew to marry her in return for a promotion. However, when she visits his hometown, it changes her in many ways.",English,United States,7 wins & 20 nominations total,https://m.media-amazon.com/images/M/MV5BYWU3ZmFhYTktNzU4NS00ZTEyLTkwNTYtMWE1M2JjMTFmODVkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.8,"379,751",tt1041829,movie,N/A,"$163,958,031",N/A,N/A,True
Double Jeopardy,1999,R,24 Sep 1999,105 min,"Crime, Drama, Mystery",Bruce Beresford,"David Weisberg, Douglas Cook","Ashley Judd, Tommy Lee Jones, Bruce Greenwood","Jailed for her Husband's murder, a woman learns he lives.",English,"United States, Germany, Canada",1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BZGFhMzVkYmQtYzI4OS00ZTYxLThjYTItYzZjYzY2OTlkMGQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",41,6.5,"99,974",tt0150377,movie,N/A,"$116,741,558",N/A,N/A,True
Back to the Future Part II,1989,PG,22 Nov 1989,108 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Lea Thompson","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",English,United States,Nominated for 1 Oscar. 9 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BMTNlOTRmOTEtMTAyMi00NjFiLTk3NDMtNWI0YzA3ZTZlYjZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.8,"597,739",tt0096874,movie,N/A,"$119,361,197",N/A,N/A,True
Lucy,2014,R,25 Jul 2014,89 min,"Action, Sci-Fi, Thriller",Luc Besson,Luc Besson,"Scarlett Johansson, Morgan Freeman, Choi Min-sik","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic.","English, Mandarin, French, Italian, German, Spanish, Korean","France, Germany, Taiwan, Canada",1 win & 12 nominations total,https://m.media-amazon.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.4,"555,707",tt2872732,movie,N/A,"$126,663,600",N/A,N/A,True
Fifty Shades of Grey,2015,R,13 Feb 2015,125 min,"Drama, Romance, Thriller",Sam Taylor-Johnson,"Kelly Marcel, E.L. James","Dakota Johnson, Jamie Dornan, Jennifer Ehle","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey.",English,United States,Nominated for 1 Oscar. 9 wins & 30 nominations total,https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,4.2,"346,514",tt2322441,movie,N/A,"$166,167,230",N/A,N/A,True
A Time to Kill,1996,R,24 Jul 1996,149 min,"Crime, Drama, Thriller",Joel Schumacher,"John Grisham, Akiva Goldsman","Matthew McConaughey, Sandra Bullock, Samuel L. Jackson",A young Mississippi lawyer defends a black man who killed the two white men that raped his preteen daughter.,English,United States,7 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BYmNiYzY1N2ItZDZiNC00ZGMyLWJlZjktZDE1MDI3NDBlYjE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,7.5,"190,121",tt0117913,movie,N/A,"$108,766,007",N/A,N/A,True
Cheaper by the Dozen,2003,PG,25 Dec 2003,98 min,"Comedy, Family",Shawn Levy,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey, Craig Titley","Steve Martin, Bonnie Hunt, Hilary Duff","With his wife on a book tour, Tom Baker finds his life turned upside down when he agrees to care for his twelve children while simultaneously also coaching his new football team.",English,United States,2 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMTg0NzYxMjY0Ml5BMl5BanBnXkFtZTcwOTU0NDczMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,5.9,"112,335",tt0349205,movie,N/A,"$138,614,544",N/A,N/A,True
Lone Survivor,2013,R,10 Jan 2014,121 min,"Action, Biography, Drama",Peter Berg,"Peter Berg, Marcus Luttrell, Patrick Robinson","Mark Wahlberg, Taylor Kitsch, Emile Hirsch","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.","English, Pashtu, Arabic","United Kingdom, United States",Nominated for 2 Oscars. 6 wins & 16 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0NTgwOTk5Ml5BMl5BanBnXkFtZTcwMjE3NDc5OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.5,"315,639",tt1091191,movie,N/A,"$125,095,601",N/A,N/A,True
A League of Their Own,1992,PG,01 Jul 1992,128 min,"Comedy, Drama, Sport",Penny Marshall,"Kim Wilson, Kelly Candaele, Lowell Ganz","Tom Hanks, Geena Davis, Lori Petty","During World War II, sisters Dottie and Kit join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry.",English,United States,6 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BMDgwZDJjNWQtMzBmNi00ZTNkLTk5NGQtMzE2ODJkZjUyYjRhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.3,"124,006",tt0104694,movie,N/A,"$107,533,928",N/A,N/A,True
The Conjuring 2,2016,R,10 Jun 2016,134 min,"Horror, Mystery, Thriller",James Wan,"Chad Hayes, Carey W. Hayes, James Wan","Vera Farmiga, Patrick Wilson, Madison Wolfe",Ed and Lorraine Warren travel to North London to help a single mother raising four children alone in a house plagued by a supernatural spirit.,English,"Canada, United States, United Kingdom",4 wins & 13 nominations total,https://m.media-amazon.com/images/M/MV5BOTRkMDlmZWEtMzQyYy00YzgyLTgwM2QtNzgxYmIwNGVlYmJlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65,7.3,"318,664",tt3065204,movie,N/A,"$102,516,140",N/A,N/A,True
The Social Network,2010,PG-13,01 Oct 2010,120 min,"Biography, Drama",David Fincher,"Aaron Sorkin, Ben Mezrich","Jesse Eisenberg, Andrew Garfield, Justin Timberlake","As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea and by the co-founder who was later squeezed out of the business.","English, French",United States,Won 3 Oscars. 174 wins & 188 nominations total,https://m.media-amazon.com/images/M/MV5BMjlkNTE5ZTUtNGEwNy00MGVhLThmZjMtZjU1NDE5Zjk1NDZkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",95,7.8,"790,002",tt1285016,movie,N/A,"$96,962,694",N/A,N/A,True
He's Just Not That Into You,2009,PG-13,06 Feb 2009,129 min,"Comedy, Drama, Romance",Ken Kwapis,"Abby Kohn, Marc Silverstein, Greg Behrendt","Ginnifer Goodwin, Jennifer Aniston, Jennifer Connelly",This Baltimore-set movie of interconnecting story arcs deals with the challenges of reading or misreading human behavior.,English,"Germany, United States",1 win & 4 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5MTUyNDgwMF5BMl5BanBnXkFtZTcwNzYzMDQyMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,6.4,"187,974",tt1001508,movie,N/A,"$93,953,653",N/A,N/A,True
Scary Movie 4,2006,PG-13,14 Apr 2006,83 min,Comedy,David Zucker,"Craig Mazin, Jim Abrahams, Pat Proft","Anna Faris, Regina Hall, Craig Bierko",Cindy finds out a little boy haunts the house she lives in and she goes on a quest to solve his murder.,"English, Japanese",United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMjExNDQwM2QtYjFiNy00N2ZlLWE4ZGEtODdmYjY5NDdhNWE3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.1,"133,591",tt0362120,movie,N/A,"$90,710,620",N/A,N/A,True
Scream 3,2000,R,04 Feb 2000,116 min,"Horror, Mystery",Wes Craven,"Kevin Williamson, Ehren Kruger","David Arquette, Neve Campbell, Courteney Cox","A young woman, a reporter and an ex-policeman are drawn to the set of a horror movie.",English,United States,6 wins & 5 nominations total,https://m.media-amazon.com/images/M/MV5BMzc4MThjNDItNWIzYy00NjA5LWExMTAtNjAzZGQwZTViN2ZiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,5.7,"173,740",tt0134084,movie,N/A,"$89,143,175",N/A,N/A,True
Back to the Future Part III,1990,PG,25 May 1990,118 min,"Adventure, Comedy, Sci-Fi",Robert Zemeckis,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Mary Steenburgen","Stranded in 1955, Marty McFly learns about the death of Doc Brown in 1885 and must travel back in time to save him. With no fuel readily available for the DeLorean, the two must figure how to escape the Old West before Emmett is m...",English,United States,5 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BNTNkNzJmY2MtOGNjYi00NDJmLWIyZTQtNmFmMGQ5M2VlOTI0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,7.4,"500,007",tt0099088,movie,N/A,"$88,277,583",N/A,N/A,True
Get Hard,2015,R,27 Mar 2015,100 min,"Comedy, Crime, Drama",Etan Cohen,"Jay Martel, Ian Roberts, Etan Cohen","Will Ferrell, Kevin Hart, Alison Brie","When millionaire James King is jailed for fraud and bound for San Quentin, he turns to Darnell Lewis to prep him to go behind bars.",English,United States,2 nominations total,https://m.media-amazon.com/images/M/MV5BMTc3OTc1NjM0M15BMl5BanBnXkFtZTgwNjAyMzE1MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.0,"149,589",tt2561572,movie,N/A,"$90,411,453",N/A,N/A,True
Making 'Bram Stoker's Dracula',1992,N/A,N/A,29 min,Documentary,"Francis Ford Coppola, Jeff Werner",Kincaid Jones,"Francis Ford Coppola, Gary Oldman, Donald A. Reed",A documentary about the making of Coppola's 1993 film.,English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BOTYyYzBhZjgtOTM0Ni00NzJmLWIxNjctODZiNDExOTA2MTAwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,268,tt0263696,movie,N/A,N/A,N/A,N/A,True
Julie,1956,Approved,17 Oct 1956,99 min,"Crime, Drama, Film-Noir",Andrew L. Stone,Andrew L. Stone,"Doris Day, Louis Jourdan, Barry Sullivan",A terrified wife tries to escape from her insanely jealous husband who is bent on killing her.,English,United States,Nominated for 2 Oscars. 2 nominations total,https://m.media-amazon.com/images/M/MV5BZDFmMzRmNGItNDU3MC00Y2MzLTgyNTItYzlmNDQ1MGFmNmI1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}]",N/A,6.2,"2,260",tt0049388,movie,N/A,N/A,N/A,N/A,True
42,2013,PG-13,12 Apr 2013,128 min,"Biography, Drama, Sport",Brian Helgeland,Brian Helgeland,"Chadwick Boseman, T.R. Knight, Harrison Ford","In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process.",English,United States,3 wins & 21 nominations total,https://m.media-amazon.com/images/M/MV5BMTQwMDU4MDI3MV5BMl5BanBnXkFtZTcwMjU1NDgyOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,7.5,"105,853",tt0453562,movie,N/A,"$95,059,709",N/A,N/A,True
